,Unnamed: 0,id,etat_panneau,irradiance,temp_amb,temp_module,wind_speed,wind_dir,humidity,rain,dc_power,voltage,current,ac_power,PR,eff_module,eff_global,onduleur_state,alarms,stops,aux_power,prod_jour,prod_mois,prod_an,disponibility,p50,p90,revenus,day
758,758,158,sain,800.27,29.1,46.32,1.32,24.5,47.6,2.0,158.65,588.26,0.27,137.457,0.95,0.1557,0.147915,ok,0,2,39.85,763.64,22909.2,274910.4,0.95,816.03,759.92,76.364,4
759,759,159,panne,837.79,31.24,48.31,4.26,34.2,33.6,0.0,35.34,574.09,0.06,1.359,0.01,0.1602,0.001602,defaut,1,6,60.95,7.53,225.9,2710.8,0.69,8.11,6.85,0.7530000000000001,4
760,760,160,usé,785.01,22.31,40.8,0.0,37.6,68.7,0.0,113.74,616.73,0.18,92.817,0.66,0.1665,0.10989,ok,0,1,40.72,515.63,15468.9,185626.8,0.93,524.49,496.23,51.563,4
761,761,161,sain,779.65,24.82,29.26,1.22,56.9,89.9,0.0,151.69,589.09,0.26,17.862720715581307,0.91,0.174,0.1583399999999999,ok,1,3,49.97,707.63,21228.9,254746.8,0.98,743.58,690.74,70.763,4
762,762,162,sain,692.09,34.33,45.43,1.67,283.6,40.8,0.0,135.24,622.47,0.22,115.605,0.93,0.1638,0.152334,ok,0,2,70.43,642.26,19267.8,231213.6,0.98,670.88,640.97,64.226,4
763,763,163,sain,729.48,13.26,25.97,2.63,201.2,48.7,0.0,148.47,604.65,0.25,142.54,0.98,0.169,0.16562,ok,0,0,50.11,712.68,21380.4,256564.8,0.97,777.66,675.76,71.268,4
764,764,164,usé,906.47,29.8,36.57,2.1,271.1,46.4,0.5,110.06,620.45,0.18,104.43,0.58,0.18,0.1043999999999999,ok,0,0,35.83,522.14,15664.2,187970.4,0.84,535.04,501.2,52.214,4
765,765,165,sain,1191.35,22.33,37.59,2.68,197.8,45.9,2.0,237.21,594.41,0.4,221.35,0.93,0.174,0.16182,ok,0,0,33.93,1106.75,33202.5,398430.0,0.95,1155.38,1099.32,110.675,4
766,766,166,sain,595.08,20.13,41.37,2.67,14.5,54.1,0.0,118.9,594.08,0.2,28.743686452005832,0.94,0.1638,0.153972,ok,1,2,53.75,559.32,16779.600000000002,201355.2,0.96,586.26,547.05,55.93200000000001,4
767,767,167,sain,775.33,19.23,32.72,1.97,287.2,21.1,0.0,146.46,593.87,0.25,139.46,0.9,0.163,0.1467,ok,0,1,61.49,697.3,20919.0,251028.0,1.0,728.84,697.23,69.73,4
768,768,168,usé,1015.07,33.08,41.39,3.63,17.9,55.3,0.0,159.2,586.67,0.27,137.304,0.75,0.1647,0.123525,ok,1,2,46.39,762.78,22883.4,274600.8,0.87,786.93,700.44,76.278,4
769,769,169,sain,584.43,27.44,44.23,3.7,173.8,50.6,0.5,111.6,613.11,0.18,96.012,0.91,0.171,0.15561,ok,0,2,40.29,533.41,16002.3,192027.6,1.0,537.94,480.25,53.341,4
770,770,170,usé,385.97,20.17,31.47,4.21,210.2,72.6,0.0,64.69,565.9102968569096,0.1073370681166653,59.35,0.77,0.169,0.13013,ok,1,2,58.73,296.74,8902.2,106826.4,0.93,316.27,273.63,29.674000000000003,4
771,771,171,sain,900.74,21.38,24.53,4.11,18.7,36.0,0.0,198.303,599.4551454686024,0.3245933939430276,180.0064,0.99,0.157,0.15543,ok,0,0,26.15,900.0319999999999,27000.96,324011.52,0.97,939.52,910.67,90.00319999999999,4
772,772,172,sain,677.01,13.88,27.83,4.44,272.0,55.4,0.5,123.72,661.9754225168631,0.210027578253046,117.25,0.8526,0.192,0.1636992,ok,0,2,46.29,586.26,17587.8,211053.6,0.98,601.6,574.41,58.626000000000005,4
773,773,173,sain,518.14,29.16,43.44,3.23,210.7,45.7,0.0,95.8612,623.5577227828762,0.1745739812145334,78.255,0.8633,0.1746,0.15073218,ok,0,1,48.3,434.75,13042.5,156510.0,0.95,508.07,439.05,43.475,4
774,774,174,sain,541.62,20.94,33.21,1.36,219.4,30.5,0.5,107.63,683.0847943126182,0.1813678839132633,98.5,0.8736,0.183,0.1598688,ok,0,2,35.56,492.48,14774.4,177292.80000000002,0.97,534.62,490.29,49.248000000000005,4
775,775,175,usé,589.2,29.6,43.15,2.72,65.7,37.9,0.0,77.98500000000001,587.9624602408632,0.1488412074056257,64.2411,0.6365,0.1692,0.1076958,ok,0,1,47.57,356.89500000000004,10706.85,128482.2,0.8,417.34,367.58,35.6895,4
776,776,176,panne,968.57,32.94,52.6,3.16,55.2,82.2,0.0,18.2336,591.0516291158664,0.0289560860824939,0.38016,0.0,0.1557,0.0,defaut,1,10,68.65,2.1032,63.096,757.152,0.63,2.5,2.25,0.21032,4
777,777,177,usé,828.42,25.52,41.27,1.7,163.9,49.2,0.0,126.2738,564.7175995545689,0.2570898353805535,105.6897,0.7626,0.1583999999999999,0.1207958399999999,ok,1,0,54.65,587.1736,17615.208,211382.496,0.92,735.19,671.35,58.71736,4
778,778,178,usé,859.12,27.71,43.72,2.98,38.2,79.5,0.0,130.872,592.8926097679384,0.2732737066821615,111.13956,0.7912,0.1566,0.12390192,ok,0,2,45.01,617.4504,18523.512,222282.144,0.8,768.91,715.43,61.74504,4
779,779,179,sain,966.79,22.67,34.64,3.29,132.1,31.7,0.0,150.41260000000003,564.0865496689695,0.3329134604144862,136.776,0.7826,0.179,0.1400854,ok,0,1,50.43,683.8964000000001,20516.892000000003,246202.70400000003,0.98,902.64,761.96,68.38964000000001,4
780,780,180,sain,815.13,35.83,56.41,0.0,28.4,30.0,0.0,125.832,564.148667939676,0.2459029550609662,106.344,0.8190000000000001,0.1539,0.1260441,ok,0,2,55.76,590.816,17724.48,212693.76,0.99,789.96,692.66,59.08160000000001,4
781,781,181,sain,701.05,31.12,48.49,1.67,17.2,69.0,0.0,95.6358,618.4154112131785,0.2009048978162787,78.45552,0.7120000000000001,0.1629,0.1159848,ok,0,1,68.06,435.8796,13076.388,156916.65600000002,0.97,602.73,517.15,43.58796000000001,4
782,782,182,usé,682.2,20.66,33.32,3.57,266.2,82.6,0.0,69.96560000000001,608.0504294898104,0.1517117124760418,67.3968,0.5720000000000001,0.166,0.094952,ok,0,0,68.82,336.9764,10109.292,121311.50400000002,0.89,471.74,419.75,33.69764,4
783,783,183,usé,1043.09,29.55,36.63,4.61,256.5,79.2,0.0,115.4104,657.1274448373523,0.3039858995067079,110.8964,0.6264,0.172,0.1077407999999999,ok,0,2,48.39,554.4968,16634.904,199618.848,0.92,755.87,705.04,55.44968,4
784,784,184,usé,501.54,21.13,34.67,1.08,257.6,43.0,0.0,83.68,587.79,0.14,75.41,0.75,0.169,0.12675,ok,0,2,40.97,377.06,11311.8,135741.59999999998,0.93,401.04,375.32,37.706,4
785,785,185,sain,754.72,27.53,45.22,4.84,323.1,47.5,0.0,154.85,613.1,0.25,127.17000000000002,0.94,0.1566,0.1472039999999999,ok,0,0,49.38,706.5,21195.0,254340.0,0.96,727.54,665.53,70.65,4
786,786,186,panne,717.67,26.14,39.98,2.88,271.3,33.1,0.0,28.66,624.83,0.05,1.67,0.01,0.168,0.00168,defaut,1,10,27.25,8.34,250.2,3002.4,0.65,9.09,7.87,0.8340000000000001,4
787,787,187,sain,623.31,23.1,40.47,4.76,350.7,28.7,0.0,123.59,631.43,0.2,106.452,0.95,0.1503,0.142785,ok,0,2,46.84,591.4,17742.0,212904.0,0.95,594.83,554.04,59.14,4
788,788,188,sain,749.82,18.69,35.79,2.24,227.9,22.2,0.0,165.02,616.38,0.27,152.58,1.0,0.171,0.171,ok,0,2,51.03,762.92,22887.6,274651.19999999995,1.0,785.81,708.34,76.292,4
789,789,189,sain,816.76,27.77,42.05,4.15,39.8,69.6,0.0,157.42,607.92,0.26,132.327,0.9,0.1755,0.15795,ok,0,1,50.7,735.16,22054.8,264657.6,0.96,737.81,686.47,73.516,4
790,790,190,sain,736.76,32.3,56.84,3.51,42.6,83.2,0.0,156.95,566.62,0.28,133.686,1.0,0.1602,0.1602,ok,0,2,50.96,742.71,22281.300000000003,267375.60000000003,0.96,759.2,732.08,74.271,4
791,791,191,sain,883.01,21.14,49.89,2.45,272.3,31.4,2.0,162.49,613.25,0.26,141.354,0.89,0.1782,0.158598,ok,0,1,55.24,785.3,23559.0,282708.0,0.96,800.1,726.37,78.53,4
792,792,192,sain,1028.71,18.17,42.44,4.03,131.7,85.8,0.0,203.94,594.81,0.34,167.27400000000003,0.9,0.1503,0.13527,ok,0,2,60.23,929.3,27879.0,334548.0,0.96,951.82,839.79,92.93,4
793,793,193,sain,757.7,23.95,36.57,2.16,137.9,61.2,0.0,162.3,598.32,0.27,149.88,0.99,0.189,0.18711,ok,0,0,46.5,749.41,22482.3,269787.6,1.0,785.9,716.74,74.941,4
794,794,194,sain,788.63,21.15,41.41,1.19,123.6,62.1,0.5,176.06,597.98,0.29,152.307,1.0,0.1512,0.1512,ok,0,0,30.33,846.13,25383.9,304606.80000000005,0.97,890.63,796.88,84.613,4
795,795,195,sain,1125.03,32.45,52.11,1.75,307.5,85.6,0.0,213.43,622.85,0.34,173.106,0.85,0.1755,0.149175,ok,0,1,59.32,961.68,28850.4,346204.8,0.99,1030.98,885.31,96.168,4
796,796,196,sain,945.12,25.19,36.76,5.63,190.2,58.2,0.0,199.32,606.23,0.33,185.86,0.98,0.19,0.1862,ok,0,1,42.34,929.31,27879.3,334551.6,0.98,995.51,862.66,92.931,4
797,797,197,sain,646.59,16.9,37.39,1.38,313.4,43.5,1.0,119.49,562.09,0.21,114.65,0.89,0.167,0.14863,ok,0,0,53.16,573.27,17198.1,206377.2,0.97,598.62,523.92,57.327,4
798,798,198,panne,1000.5,21.09,37.12,4.24,24.7,73.2,0.0,46.11,630.41,0.07,1.3569006809041535,0.03,0.178,0.0053399999999999,defaut,1,12,48.8,30.97,929.1,11149.2,0.71,32.65,30.34,3.097,4
799,799,199,panne,689.02,33.39,50.7,1.96,87.5,47.9,1.0,20.52,626.03,0.03,2.862,0.02,0.1512,0.003024,defaut,1,14,54.68,15.88,476.4,5716.8,0.65,16.12,14.72,1.588,4
800,800,0,sain,837.74,22.57,31.15,2.25,114.0,50.2,0.0,160.76,584.88,0.27,153.92,0.92,0.171,0.15732,ok,0,2,45.81,769.58,23087.4,277048.80000000005,0.99,824.72,766.19,76.95800000000001,5
801,801,1,sain,1047.57,16.5,30.55,4.82,81.6,49.7,0.0,209.07,575.79,0.36,192.74,0.92,0.192,0.17664,ok,0,2,42.87,963.72,28911.6,346939.2,0.97,1054.46,915.02,96.372,5
802,802,2,sain,1033.22,30.95,43.95,3.29,277.6,76.0,0.0,221.13,597.51,0.37,180.351,0.97,0.1773,0.171981,ok,0,0,60.8,1001.96,30058.800000000003,360705.6,0.98,1089.21,962.55,100.196,5
803,803,3,sain,680.89,24.97,36.16,1.31,330.7,66.7,0.0,138.8,588.44,0.24,34.312518246114806,0.97,0.186,0.18042,ok,1,3,50.23,657.66,19729.8,236757.6,1.0,665.58,614.48,65.766,5
804,804,4,panne,792.36,26.03,41.52,3.3,189.5,46.6,5.0,35.48,598.55,0.06,5.841,0.04,0.1548,0.006192,defaut,1,11,64.65,32.43,972.9,11674.8,0.69,34.66,31.34,3.2430000000000003,5
805,805,5,usé,731.06,20.0,39.88,2.41,268.4,83.2,1.0,118.26,593.74,0.2,109.02,0.75,0.158,0.1185,ok,1,1,66.86,545.08,16352.4,196228.8,0.83,565.31,491.66,54.50800000000001,5
806,806,6,usé,817.73,27.99,38.11,3.79,156.0,87.9,0.0,142.61,607.72,0.23,133.63,0.82,0.191,0.1566199999999999,ok,0,0,59.23,668.17,20045.1,240541.2,0.94,684.77,625.54,66.817,5
807,807,7,sain,980.52,24.99,42.49,0.57,282.3,28.7,0.0,199.47,607.02,0.33,173.628,0.98,0.1692,0.165816,ok,0,1,40.62,964.58,28937.4,347248.80000000005,0.96,1005.93,933.76,96.458,5
808,808,8,sain,628.74,26.53,35.82,3.74,114.5,27.1,1.0,132.53,578.7,0.23,23.96397703372768,0.98,0.196,0.19208,ok,1,2,52.95,619.3,18579.0,222948.0,0.99,627.22,605.11,61.93,5
809,809,9,usé,879.96,18.9,32.89,2.48,350.5,84.6,2.0,146.76,603.59,0.24,140.87,0.8,0.185,0.148,ok,0,2,50.63,704.33,21129.9,253558.8,0.8,743.7,644.61,70.433,5
810,810,10,usé,830.74,21.79,35.01,5.52,225.2,65.6,0.0,125.78,620.84,0.2,115.53,0.7,0.181,0.1266999999999999,ok,0,2,36.11,577.65,17329.5,207954.0,0.81,592.05,560.51,57.765,5
811,811,11,sain,270.14,20.55,46.5,4.03,297.3,73.8,0.0,53.34,595.39,0.09,45.594,0.94,0.1674,0.157356,ok,0,2,53.74,253.28,7598.4,91180.8,1.0,275.59,249.28,25.328000000000003,5
812,812,12,usé,997.75,32.8,51.83,1.77,65.2,41.8,0.0,144.22,630.98,0.23,121.32,0.68,0.1764,0.119952,ok,1,0,33.99,673.99,20219.7,242636.4,0.83,718.78,671.15,67.399,5
813,813,13,sain,1012.26,24.17,36.28,2.17,28.3,43.1,0.0,201.77,567.3,0.36,188.73,0.93,0.174,0.16182,ok,0,2,54.52,943.66,28309.8,339717.6,0.98,1028.96,938.07,94.366,5
814,814,14,usé,939.96,27.52,45.34,1.72,217.2,31.3,0.0,152.11,621.03,0.24,131.049,0.77,0.1647,0.126819,ok,0,1,48.38,728.07,21842.1,262105.2,0.93,745.7,687.05,72.807,5
815,815,15,sain,1064.07,25.62,43.44,3.99,42.6,50.7,1.0,210.92,578.93,0.36,178.281,0.93,0.1404,0.130572,ok,0,1,58.37,990.44,29713.2,356558.4,0.96,1000.84,960.29,99.044,5
816,816,16,usé,602.44,19.09,30.16,3.24,131.3,51.9,0.0,84.14,611.29,0.14,81.39,0.68,0.174,0.11832,ok,1,2,58.74,406.94,12208.2,146498.40000000002,0.82,439.54,404.83,40.694,5
817,817,17,sain,744.43,29.3,48.54,1.32,159.0,83.3,0.5,153.16,579.94,0.26,131.643,0.98,0.1773,0.173754,ok,0,2,52.89,731.34,21940.2,263282.4,0.97,755.76,663.14,73.134,5
818,818,18,sain,713.33,30.4,37.54,5.07,161.3,42.1,0.0,145.48,602.18,0.24,131.74,0.92,0.186,0.17112,ok,0,1,50.17,658.68,19760.4,237124.8,0.96,678.22,634.27,65.868,5
819,819,19,usé,792.19,17.28,27.99,3.15,72.5,81.9,0.0,141.9,630.91,0.22,135.81,0.86,0.182,0.15652,ok,0,1,48.3,679.07,20372.1,244465.2,0.9,722.57,623.31,67.90700000000001,5
820,820,20,sain,858.59,26.07,41.41,1.56,330.5,61.9,0.5,177.52,600.27,0.3,154.665,1.0,0.1449,0.1449,ok,0,1,55.38,859.25,25777.5,309330.0,0.95,914.47,823.66,85.92500000000001,5
821,821,21,sain,668.66,28.72,43.63,5.01,273.9,88.9,0.5,127.74,576.46,0.22,106.065,0.88,0.1818,0.159984,ok,0,1,63.44,589.25,17677.5,212130.0,0.95,602.41,537.75,58.925,5
822,822,22,usé,848.69,29.36,46.3,3.06,113.4,49.6,0.0,138.68,627.77,0.22,119.889,0.78,0.1521,0.118638,ok,0,0,41.01,666.06,19981.8,239781.6,0.9,691.17,642.87,66.606,5
823,823,23,sain,664.99,30.71,46.51,3.41,12.9,60.0,0.5,128.57,590.21,0.22,110.7,0.92,0.1602,0.147384,ok,0,1,49.91,614.98,18449.4,221392.8,0.98,637.06,581.22,61.498000000000005,5
824,824,24,sain,999.04,27.84,40.56,4.63,206.4,82.2,0.0,199.08,602.98,0.33,162.24300000000002,0.9,0.1611,0.14499,ok,0,2,34.81,901.35,27040.5,324486.0,0.99,975.28,858.55,90.135,5
825,825,25,sain,590.65,18.98,32.97,4.99,267.2,28.5,0.5,111.22,598.83,0.19,105.52,0.89,0.183,0.16287,ok,0,1,42.0,527.62,15828.6,189943.2,0.96,577.49,478.85,52.762,5
826,826,26,sain,740.07,27.41,41.38,0.4,237.1,81.3,1.0,165.21,595.57,0.28,138.08700000000002,1.0,0.1611,0.1611,ok,0,0,37.27,767.15,23014.5,276174.0,0.95,769.02,694.51,76.715,5
827,827,27,sain,671.48,25.86,32.92,3.47,244.3,87.1,0.0,138.99,603.23,0.23,132.12,0.98,0.183,0.17934,ok,0,0,37.54,660.59,19817.7,237812.4,0.99,682.14,652.38,66.05900000000001,5
828,828,28,panne,749.34,24.22,44.86,4.11,65.4,82.5,0.0,22.03,618.67,0.04,0.882,0.01,0.1665,0.001665,defaut,1,11,56.19,4.88,146.4,1756.8000000000002,0.67,4.92,4.64,0.488,5
829,829,29,panne,847.64,27.78,38.63,3.69,2.4,75.2,0.0,49.24,610.75,0.08,8.13,0.05,0.171,0.00855,defaut,1,11,48.66,40.66,1219.8,14637.6,0.74,43.01,38.83,4.066,5
830,830,30,usé,828.99,27.09,50.08,2.76,241.3,88.0,0.0,148.65,617.11,0.24,127.575,0.85,0.1638,0.13923,ok,0,2,43.58,708.77,21263.1,255157.2,0.82,738.06,686.92,70.877,5
831,831,31,sain,1030.72,18.42,38.83,2.31,315.4,22.8,2.0,215.32,590.86,0.36,202.7,0.98,0.178,0.1744399999999999,ok,0,2,38.43,1013.52,30405.6,364867.2,1.0,1050.67,978.29,101.352,5
832,832,32,usé,851.35,26.99,43.42,1.93,86.8,54.8,0.0,135.62,614.54,0.22,112.365,0.73,0.1728,0.126144,ok,0,2,40.36,624.27,18728.1,224737.2,0.91,632.91,594.66,62.427,5
833,833,33,usé,799.81,28.09,40.12,2.68,34.5,36.2,0.0,134.13,601.4,0.22,110.691,0.77,0.1683,0.129591,ok,0,0,57.17,614.97,18449.1,221389.2,0.9,633.29,606.95,61.49700000000001,5
834,834,34,sain,930.75,27.66,31.03,4.6,145.5,58.8,0.5,183.87,533.57,0.34,169.76,0.91,0.189,0.17199,ok,0,1,37.52,848.8,25464.0,305568.0,0.97,933.09,812.32,84.88,5
835,835,35,sain,915.73,26.85,38.77,0.0,214.7,65.5,2.0,189.53,632.51,0.3,179.88,0.98,0.186,0.18228,ok,0,1,52.6,899.41,26982.3,323787.6,0.97,971.34,865.2,89.941,5
836,836,36,sain,570.87,31.7,53.61,3.2,349.0,83.6,0.0,107.93,648.99,0.17,90.648,0.88,0.1458,0.128304,ok,0,2,60.6,503.58,15107.4,181288.8,0.99,547.98,494.47,50.358,5
837,837,37,sain,853.36,30.18,59.28,2.6,203.3,52.6,0.0,167.02,570.42,0.29,138.14100000000002,0.9,0.1458,0.13122,ok,0,0,48.79,767.44,23023.2,276278.4,0.99,774.8,733.02,76.74400000000001,5
838,838,38,sain,558.93,19.58,43.74,1.25,35.1,59.7,0.0,113.41,596.72,0.19,93.051,0.92,0.1665,0.15318,ok,0,1,56.28,516.93,15507.899999999998,186094.8,0.98,557.54,513.97,51.693,5
839,839,39,usé,924.3,28.76,43.54,1.62,231.5,40.1,0.0,143.26,601.18,0.24,121.54500000000002,0.73,0.1638,0.119574,ok,1,2,34.98,675.27,20258.1,243097.2,0.92,722.87,654.16,67.527,5
840,840,40,sain,798.88,20.24,38.53,2.76,15.8,31.6,2.0,154.89,596.19,0.26,147.18,0.92,0.174,0.16008,ok,0,2,56.1,735.9,22077.0,264924.0,0.96,797.99,728.28,73.59,5
841,841,41,sain,580.76,28.13,50.22,0.0,321.4,53.0,0.0,129.99,595.76,0.22,108.171,1.0,0.153,0.153,ok,0,1,54.78,600.97,18029.1,216349.2,0.97,621.92,549.17,60.09700000000001,5
842,842,42,sain,857.72,25.96,50.97,2.43,280.7,38.0,0.5,163.62,597.43,0.27,134.019,0.87,0.1638,0.142506,ok,0,0,54.22,744.55,22336.5,268038.0,1.0,772.98,743.53,74.455,5
843,843,43,usé,617.36,16.62,27.47,2.56,77.4,39.3,0.0,86.53,589.21,0.15,79.26,0.64,0.163,0.10432,ok,1,2,56.61,396.3,11889.0,142668.0,0.81,416.93,382.04,39.63,5
844,844,44,sain,907.55,26.89,36.76,1.84,139.9,57.0,0.5,179.11,593.94,0.3,170.91,0.94,0.184,0.1729599999999999,ok,0,1,57.42,854.54,25636.2,307634.4,0.99,861.93,837.67,85.45400000000001,5
845,845,45,sain,1018.5,25.64,33.06,1.77,31.3,28.1,0.5,204.67,589.09,0.35,184.52,0.91,0.202,0.18382,ok,0,0,44.46,922.61,27678.3,332139.6,0.96,954.22,877.0,92.261,5
846,846,46,panne,515.65,28.61,36.79,5.85,210.0,73.1,0.0,12.61,587.14,0.02,1.05,0.01,0.186,0.00186,defaut,1,14,60.7,5.25,157.5,1890.0,0.67,5.52,4.73,0.525,5
847,847,47,sain,850.67,25.63,47.61,5.13,308.8,69.3,0.0,165.25,601.58,0.27,135.144,0.88,0.1683,0.148104,ok,0,0,69.62,750.8,22524.0,270288.0,0.96,790.26,693.39,75.08,5
848,848,48,panne,753.84,16.46,31.93,3.55,354.9,73.1,2.0,30.28,620.15,0.05,2.7,0.02,0.186,0.00372,defaut,1,8,47.57,13.5,405.0,4860.0,0.65,14.6,12.34,1.35,5
849,849,49,sain,704.69,23.64,33.07,3.71,345.4,63.0,0.0,137.22,592.95,0.23,123.83,0.88,0.171,0.15048,ok,0,1,50.28,619.15,18574.5,222894.0,0.97,664.56,618.06,61.915,5
850,850,50,sain,907.69,31.37,46.12,2.46,312.6,61.2,0.0,187.61,584.48,0.32,160.614,0.98,0.1566,0.153468,ok,0,1,67.28,892.31,26769.3,321231.6,0.96,898.84,809.06,89.231,5
851,851,51,usé,845.2,26.68,39.32,3.26,280.3,43.9,0.0,124.12,603.51,0.21,118.95,0.7,0.179,0.1253,ok,1,2,31.37,594.77,17843.1,214117.2,0.86,607.39,565.97,59.477,5
852,852,52,sain,736.96,26.05,38.49,6.48,359.8,75.2,1.0,154.87,574.94,0.27,146.29,0.99,0.168,0.16632,ok,0,2,54.43,731.45,21943.5,263322.0,0.99,796.17,660.15,73.14500000000001,5
853,853,53,panne,857.77,25.18,40.18,4.02,184.8,26.4,0.0,28.67,569.41,0.05,0.108,0.0,0.1566,0.0,defaut,1,6,43.9,0.58,17.4,208.8,0.66,0.62,0.55,0.0579999999999999,5
854,854,54,sain,959.39,32.36,36.26,3.66,292.7,71.9,0.0,199.83,583.05,0.34,184.72,0.96,0.184,0.17664,ok,0,2,51.73,923.59,27707.7,332492.4,0.98,962.32,866.44,92.359,5
855,855,55,usé,833.08,18.2,32.47,3.24,57.3,28.1,0.0,113.07,588.28,0.19,101.79,0.61,0.187,0.1140699999999999,ok,0,0,50.96,508.97,15269.1,183229.2,0.8,545.18,472.94,50.897000000000006,5
856,856,56,panne,595.3,16.5,29.66,1.49,155.2,51.7,0.0,20.86,591.77,0.04,2.31,0.02,0.179,0.00358,defaut,1,15,58.18,11.56,346.8,4161.6,0.7,12.27,10.52,1.156,5
857,857,57,panne,893.7,27.91,36.45,4.02,63.0,55.2,0.0,32.61,584.78,0.06,3.52,0.02,0.182,0.00364,defaut,1,17,50.28,17.58,527.4,6328.799999999999,0.74,19.09,16.65,1.758,5
858,858,58,sain,907.79,17.66,29.73,4.08,286.8,73.4,0.0,177.53,628.84,0.28,165.71,0.91,0.19,0.1729,ok,0,2,48.47,828.57,24857.1,298285.2,0.98,877.36,805.04,82.85700000000001,5
859,859,59,sain,716.6,25.54,42.21,3.28,130.0,64.6,0.0,136.83,589.46,0.23,115.164,0.89,0.1611,0.143379,ok,0,2,50.25,639.81,19194.3,230331.6,0.96,688.33,606.2,63.981,5
860,860,60,sain,818.59,16.67,32.88,3.51,356.5,75.0,0.0,167.41,598.51,0.28,158.67,0.97,0.181,0.1755699999999999,ok,0,1,43.23,793.36,23800.8,285609.6,0.98,836.11,747.03,79.33600000000001,5
861,861,61,sain,776.54,24.01,40.4,3.23,326.8,26.9,0.0,141.1,576.08,0.24,120.555,0.86,0.1485,0.12771,ok,0,0,58.54,669.73,20091.9,241102.8,0.99,697.04,640.85,66.973,5
862,862,62,sain,843.76,34.38,59.28,1.35,189.8,30.5,0.0,163.37,574.37,0.28,138.231,0.91,0.1583999999999999,0.144144,ok,0,2,43.34,767.95,23038.5,276462.0,0.99,769.73,707.99,76.795,5
863,863,63,sain,1000.86,28.5,50.26,2.47,80.8,45.4,0.0,196.84,609.82,0.32,163.638,0.91,0.1683,0.153153,ok,0,0,47.5,909.12,27273.6,327283.19999999995,1.0,967.88,842.69,90.912,5
864,864,64,sain,936.89,29.52,42.39,3.27,310.7,63.0,0.0,195.18,586.56,0.33,161.43300000000002,0.96,0.1449,0.139104,ok,0,1,51.9,896.83,26904.9,322858.80000000005,0.95,901.25,830.27,89.683,5
865,865,65,usé,636.6,22.33,42.95,0.05,163.1,24.1,0.0,108.15,585.5,0.18,88.938,0.78,0.1602,0.124956,ok,0,1,59.48,494.09,14822.7,177872.4,0.9,514.32,449.84,49.409,5
866,866,66,sain,799.51,26.65,41.27,2.56,135.6,48.2,0.0,147.94,619.09,0.24,125.766,0.87,0.1692,0.147204,ok,0,0,33.13,698.71,20961.300000000003,251535.60000000003,0.99,760.06,635.88,69.87100000000001,5
867,867,67,sain,456.61,24.08,41.2,2.78,179.8,35.2,2.0,83.2,636.78,0.13,71.47800000000001,0.87,0.171,0.14877,ok,0,1,52.82,397.11,11913.3,142959.6,1.0,427.46,378.13,39.711000000000006,5
868,868,68,sain,676.03,29.41,50.97,3.73,98.6,63.9,2.0,136.66,626.41,0.22,12.0073922121448,0.95,0.1701,0.161595,ok,1,2,40.62,644.08,19322.4,231868.8,0.96,700.96,597.5,64.408,5
869,869,69,usé,650.64,29.17,44.12,4.27,191.2,44.0,0.0,127.55,606.22,0.21,108.432,0.93,0.1908,0.177444,ok,1,0,52.62,602.38,18071.4,216856.8,0.87,630.23,583.26,60.238,5
870,870,70,panne,875.5,29.12,37.68,1.83,262.1,40.2,0.0,27.58,574.46,0.05,0.24,0.0,0.173,0.0,defaut,1,8,64.96,1.21,36.3,435.6,0.62,1.29,1.15,0.121,5
871,871,71,sain,583.52,19.73,38.6,2.11,316.5,35.0,0.0,117.51,623.12,0.19,105.93,0.91,0.199,0.18109,ok,0,0,36.24,529.63,15888.9,190666.8,0.96,547.13,478.91,52.963,5
872,872,72,sain,740.07,24.25,46.07,3.46,108.9,76.3,0.0,145.68,585.29,0.25,124.254,0.93,0.1692,0.157356,ok,0,2,44.93,690.29,20708.7,248504.4,0.95,743.54,678.08,69.029,5
873,873,73,sain,578.42,21.48,44.55,1.81,176.4,57.3,0.0,119.14,602.64,0.2,11.90535393038823,0.94,0.1656,0.155664,ok,1,2,53.43,542.88,16286.4,195436.8,0.98,589.63,535.86,54.288,5
874,874,74,usé,705.72,18.8,33.21,4.94,16.5,52.3,0.0,115.03,570.87,0.2,106.75,0.76,0.169,0.12844,ok,0,2,33.36,533.76,16012.8,192153.6,0.84,559.0,485.1,53.376000000000005,5
875,875,75,sain,879.2,21.77,38.63,1.1,249.9,47.1,0.0,177.67,615.35,0.29,160.46,0.91,0.177,0.16107,ok,0,2,48.07,802.28,24068.4,288820.8,0.97,818.77,793.54,80.22800000000001,5
876,876,76,sain,952.61,25.69,48.09,4.96,249.6,84.4,1.0,188.34,625.9,0.3,155.709,0.91,0.144,0.13104,ok,0,1,52.61,865.06,25951.8,311421.6,1.0,915.3,784.05,86.506,5
877,877,77,sain,1009.23,25.76,45.37,2.93,90.4,87.5,0.0,202.35,629.46,0.32,174.681,0.96,0.1665,0.15984,ok,0,0,43.19,970.45,29113.5,349362.0,0.98,1000.34,938.77,97.04500000000002,5
878,878,78,sain,834.63,20.68,30.25,1.83,110.2,42.5,0.0,172.34,576.3,0.3,41.52148953399503,0.96,0.164,0.15744,ok,1,2,35.58,800.44,24013.2,288158.4,0.99,834.81,781.88,80.04400000000001,5
